name,position,tags,citation,email,hindex,iindex,maxyear,minyear
Parthipan Siva,Machine learning researcher|  Co-founder|  Chirp Inc Homepage None,Machine Learning| Computer Vision,750, mychirp.com - ,12,12,2020,2005
Noor H. Awad,Postdoctoral Research Fellow|  Machine Learning Lab|   university of Freiburg None,Computational Intelligence| Evolutionary Computation| Optimization Algorithms| Artificial Intelligence| Machine Learning,756, cs.uni-freiburg.de - ,17,20,2019,2013
Ankit Bhagatwala,Staff Machine Learning Engineer|  Tesla Data None,Data| CFD| Turbulence,755,No verified email,12,12,2018,2008
Dr. Rajen Bhatt,Qeexo|  Machine Learning and Data Sciences Homepage None,Soft Computing| Computational Intelligence| Data Mining| Data Analytics| Machine Learning,755, qeexo.com - ,12,16,2019,2004
Mayank Bansal,Computer Vision|  Machine Learning & Robotics Researcher|  Self-Driving Cars|   Google  [X] / Waymo,Computer Vision| Machine Learning| Robotics,764, google.com - ,15,20,2019,2004
Georgios Spithourakis,Machine Learning Scientist|  PolyAI Homepage None,Natural Language Processing| Machine Learning| Dialogue Systems| Forecasting,767, poly-ai.com - ,9,8,2019,2011
Nicolas Audebert,Computer vision and machine learning researcher Homepage None,Deep Learning| Computer Vision| Remote Sensing| Multimodal Learning,779, cnam.fr - ,11,14,2019,2016
Singanallur V. Venkatakrishnan,Research Staff - Imaging|  Signals and Machine Learning Group|   Oak Ridge National Laboratory None,Tomography| Inverse problems| Image Processing| Machine Learning| Computational Imaging,781, ornl.gov - ,11,12,2020,2012
Maximilian Baust,Senior Deep Learning Solution Architect Industry Manager at  NVIDIA None,Medical Image Computing| Machine Learning| Computer Vision| Visualization,783, nvidia.com,14,24,2020,2009
Raghavender Jillela,Machine Learning Engineer|   Apple None,Computer Vision| Machine Learning| Biometrics| Autonomous Driving,782, apple.com,12,12,2019,2004
James Robert Lloyd,PhD from Machine Learning Group|   Cambridge University None,Statistics| Machine Learning,783, cam.ac.uk - ,9,9,2019,2013
Lars Maaløe,Co-Founder & CTO at Corti|  PhD in Machine Learning Machine Learning None,Machine Learning,788, cortilabs.com,8,8,2020,2015
Parul Pandey,Machine Learning Engineer|   Intel Corporation None,Machine learning| Mobile computing| Edge computing| Computer vision,792, intel.com - ,9,9,2019,2011
Alejandro Rodríguez-Morantes,Machine Learning Engineer|  Lyft Machine Learning None,Machine Learning,796, lyft.com,13,16,2019,1973
Giampiero Salvi,Professor of Machine Learning|   NTNU None,Artificial Intelligence| Machine Learning| Cognitive Systems| Speech,803, ntnu.no - ,15,24,2019,1999
Chuck-Hou Yee,Machine Learning Research Engineer Homepage None,Machine Learning,815, bloomberg.net - ,10,11,2018,2009
Bryan J. Smith,Machine Learning Engineer|   Microsoft None,authentication| computer security,817, microsoft.com,9,9,2006,2002
Nicholas Apostoloff,Machine Learning Manager Homepage None,Machine Learning| Computer Vision,831, apple.com - ,11,12,2020,2001
Mengdi Wang,Center for Statistics and Machine Learning|  Electrical Engineering|   Princeton University ; Google,reinforcement learning| optimization| dimension reduction| state representation learning,830, princeton.edu - ,17,25,2020,2009
Andrew Noble,Principal Data Scientist and Machine Learning Engineer|  GNS Healthcare Homepage None,Data Science| Machine Learning| Stochastic Processes| Statistical Physics,832, gnshealthcare.com - ,9,9,2019,2006
Ehsan Abbasnejad,Australian Institute for Machine Learning|   University of Adelaide None,Machine learning| AI,856, adelaide.edu.au,14,15,2020,1993
Survi Kyal,Machine Learning Scientist at Affectiva Signal processing/Machine Learning/Computer Vision/Remote health care monitoring None,Signal processing/Machine Learning/Computer Vision/Remote health care monitoring,869, bose.com,11,12,2018,2012
Anders Jonsson,Artificial Intelligence and Machine Learning group|   Universitat Pompeu Fabra None,artificial intelligence| machine learning| planning| reinforcement learning| computational complexity,886, upf.edu,16,24,2020,2001
Arunkumar M,Software Engineer - Machine Learning|   Facebook |  CA,Machine Learning| Pattern Recognition| Data Mining| Information Retrieval| Optimization,899, fb.com,8,7,2015,2007
Farhan Ansari,Computer Science|  Machine Learning|  Artificial Intelligence Homepage None,Cloud Computing| Data Scientist| Machine Learning| Artificial Intelligence,908, daiict.ac.in - ,1,1,2016,2016
Pramod Anantharam,Applied Researcher|  Machine Learning|  Robert Bosch LLC Homepage None,Machine Learning| Computer Vision| Information Extraction| Knowledge Representation,908, knoesis.org - ,13,17,2016,2009
Antti-Veikko Rosti,Machine Learning Manager|   Apple Inc None,Speech Recognition| Machine Translation,907, apple.com,15,16,2017,1999
Adrian Weller,Principal Research Fellow|  Machine Learning|   University of Cambridge None,Machine Learning| Artificial Intelligence| Inference| Optimization| Ethics,909, eng.cam.ac.uk - ,16,26,2020,2009
Ayan Sinha,Magic Leap|  Deep Learning Homepage None,3D Computer Vision| Computational Engineering| Deep Learning| Geometric Modeling and Analysis| Machine Learning,927, mit.edu - ,10,10,2020,2008
Mohammad A. Dabbah,Machine Learning Team Lead|  Telensa Ltd. Homepage None,Machine Learning| Artificial Intelligence| Pattern Recognition| Computer Vision| Signal Processing,948, telensa.com - ,12,13,2018,2005
John Kane,VP of Signal Processing & Machine Learning at Cogito Corp Homepage None,Audio/speech/language processing| real-time behavioral analysis and intervention,952, tcd.ie - ,17,24,2014,1881
Chun-Liang Li,Machine Learning Department|   Carnegie Mellon University None,Statistics| Machine Learning,960, cs.cmu.edu - ,15,21,2020,2012
Alex Lang,Team Lead for Machine Learning Products at Aptiv Homepage None,Machine Learning| Physics| Biophysics| Systems Biology| Computational Neuroscience,966, nutonomy.com - ,11,11,2019,2008
Oscar Saz,Machine Learning Engineer at AimBrain Speech Recognition None,Speech Recognition| Machine Learning| Natural Language Processing| Computer Assisted Language Learning,969, aimbrain.com,17,27,2018,2004
Jorg Lucke,Professor of Machine Learning|   University of Oldenburg |  Germany.,Machine Learning| Computational Neuroscience| Sensory Systems,984, uni-oldenburg.de - ,17,32,2020,2001
Yuri M Brovman,Machine Learning Engineer|   eBay None,Machine Learning| Recommender Systems| Deep Learning,1020, ebay.com,8,8,2018,2007
Gergely Neu,Artificial Intelligence and Machine Learning group|   Universitat Pompeu Fabra None,machine learning| online learning| learning theory| reinforcement learning,1031, upf.edu - ,18,23,2020,2007
Avishek Saha,Machine Learning Scientist|   Amazon None,Machine Learning,1046, amazon.com,14,15,2019,2006
Marco Trincavelli,Machine Learning Engineer|  Raysearch Laboratories AB Homepage None,Machine Learning| Optimization| Autonomous Driving| Robotics| Sensor Fusion,1053, ieee.org - ,18,29,2019,2008
Bin Zhao,Project Scientist|  Machine Learning Department|   Carnegie Mellon University None,Machine Learning| Computer Vision| Data Mining,1082, cs.cmu.edu - ,12,12,2016,2007
Prof. Dr.-Ing. Morris Riedel,Professor of High Performance Computing & Machine Learning|   Forschungszentrum Juelich None,Scientific Computing| High Performance Computing| Machine Learning| Data Mining,1080, fz-juelich.de - ,16,27,2019,1988
David J. Berg,Senior Software Engineer|  Machine Learning Infrastructure|   Netflix None,biological and machine vision| signal processing| machine learning| science engineering,1083, netflix.com,10,10,2019,2003
Michael Brückner,Sr. Machine Learning Scientist|  Amazon Machine Learning None,Machine Learning| Bayesian Modeling,1099, amazon.de,9,9,2019,2006
Changlin Zhang,Previous Research Fellow at  Berkeley National Laboratory |  Now Machine Learning Scientist in Bill.com,Catalyst design| Numerical Simulation| Machine Learning| Statistical Learning,1112, lbl.gov - ,15,19,2019,2011
Adam Pocock,Researcher at Oracle Labs Machine Learning Research Group Homepage None,Machine Learning| Feature Selection| Information Theory| Bayesian Inference,1116, oracle.com - ,8,8,2019,2008
Ahmed Hosny,Machine Learning @ Dana Farber Cancer Institute Homepage None,Machine Learning| Deep Learning| Data Visualization| Data Science,1139, dfci.harvard.edu - ,10,10,2020,2014
Kostas Stamatiou,Machine Learning Consultant Homepage None,crowdsourcing| machine learning| computer vision| satellite imagery| wireless communications,1136, wilderai.com - ,16,19,2019,2005
Nasser Mohammadiha,Machine Learning Expert & Data Scientist at  Ericsson |  and Adjunct Associate Professor at Chalmers,Machine Learning| Data Analysis| Statistical Signal Processing,1141, ericsson.com - ,15,21,2020,2006
Rohan D. Kekatpure,Applied Machine Learning Scientific computing None,Scientific computing| Machine learning,1153,No verified email,13,16,2016,2005
Robert Sugar,Senior Machine Learning Engineer|  Prowler.io bioinformatics None,bioinformatics| synthetic biology| machine learning| sensor networks / robotics| algorithmic finance,1169, prowler.io,8,8,2017,2001
Arno Solin,Assistant Professor in Machine Learning|   Aalto University None,Machine learning| Bayesian nonparametrics| Signal processing,1171, aalto.fi - ,17,27,2020,2008
Nils Strodthoff,Research Scientist|  Machine Learning Group|   Fraunhofer HHI |  Germany,Machine Learning| Deep Learning| Biomedical Data Analysis| ML for Communications| ML for Physics,1175, hhi.fraunhofer.de - ,18,20,2020,2010
Sunil V Kalmady,Senior Machine Learning Specialist Machine Learning None,Machine Learning| Psychiatry| Neuroimaging| Heart Failure,1183, ualberta.ca,19,29,2020,2009
Nesrine CHEHATA,Associate Professor in machine learning|  Bordeaux INP|  Fellow researcher machine learning None,machine learning| deep learning| computer vision| Geospatial data analysis| AI for urban and environmental,1184, ensegid.fr,14,20,2019,2002
Hagen Fürstenau,Machine Learning Manager|   Amazon None,,1191, amazon.com,7,7,2019,2006
Muhammad Shoaib,Data Scientist/Machine Learning Engineer at Kaios Machine Learning None,Machine Learning| Deep learning| NLP| Data Science| Human Activity Recognition,1204, kaios.ai,8,7,2020,2013
Eric J. Humphrey,Machine Learning Engineering Manager|  Spotify USA Homepage None,Music Informatics| Machine Learning| Artificial Intelligence| Music Information Retrieval| Signal Processing,1205, spotify.com - ,15,20,2019,2008
Feng (Fred) Xue,Senior Machine Learning Researcher|  GE Global Research Machine learning None,Machine learning| artificial intelligence| monitoring diagnostics prognostics| inspection,1214, ge.com,20,25,2018,2001
Jaume Amores,machine learning|  computer vision|  pattern recognition None None,,1217, cvc.uab.es,13,15,2020,2001
Dogan Can,Machine Learning Engineer|  Apple Homepage None,Machine Learning| Artificial Intelligence| Natural Language Processing| Speech Recognition,1230, usc.edu - ,13,15,2019,2009
Souhaib Ben Taieb,Associate Professor in Machine Learning|   University of Mons |  Belgium,Statistical Machine Learning| Machine learning| Forecasting| Time series| Energy analytics,1261, umons.ac.be - ,15,17,2020,2009
Aaditya Ramdas,Statistics and Machine Learning|   Carnegie Mellon University None,Machine Learning| Statistics,1258, stat.cmu.edu - ,19,32,2020,2011
Kevin Small,Machine Learning Scientist|   Amazon None,machine learning| natural language processing| artificial intelligence| data mining,1264, amazon.com - ,18,24,2019,2002
Eric W. Tramel,Machine Learning @ OWKIN Homepage None,Machine Learning| Unsupervised Learning| Statistical Physics| Compressed Sensing| Inverse Problems,1300, owkin.com - ,16,19,2019,2010
Novi Quadrianto,Reader in Machine Learning|  Predictive Analytics Lab (PAL)|   University of Sussex None,Statistical Machine Learning,1312, sussex.ac.uk - ,17,21,2020,1957
David Vilar,Machine Learning Scientist|   Amazon None,Machine Translation| Machine Learning,1313, amazon.com,20,29,2019,2002
Susana Zoghbi,Deep Learning Scientist Machine Learning None,Machine Learning| Natural Language Processing| Computer Vision| Probabilistic Graphical Models| Deep Learning,1323, macty.eu,8,6,2018,2006
Andrei Zaharescu,Computer Vision / Machine Learning Research Scientist|   Apple None,computer vision| image processing| camera calibration| tracking| reconstruction,1334, apple.com - ,13,15,2013,2003
Christopher Kermorvant,Machine Learning expert at Teklia Homepage None,Machine Learning| Handwriting Recognition| Grammatical Inference| Document image analysis,1385, teklia.com - ,19,32,2019,1999
Daniel Munoz,Machine Learning R&D Homepage None,Machine Learning| Computer Vision| Robotics,1421, cs.cmu.edu - ,11,11,2014,2008
Ioannis Partalas,Machine Learning Scientist Homepage None,Machine Learning,1421, expedia.com - ,17,27,2019,2006
Matthias Feurer,Machine Learning group|   University of Freiburg None,Hyperparameter optimization| Meta-learning| Bayesian optimization| OpenML| AutoML,1432, informatik.uni-freiburg.de - ,10,11,2019,2013
Boaz Lerner,Professor of Machine Learning|   Ben-Gurion University None,Machine Learning| Data Mining| Graphical Models| Data Sciences,1438, bgu.ac.il - ,21,36,2020,1994
Mihajlo Grbovic,Principal Machine Learning Scientist|  Airbnb Homepage None,Machine Learning| Data Mining| Computational Advertising| Search Ranking| Recommender Systems,1447, airbnb.com - ,20,30,2019,2009
Vicenç Gómez,Artificial Intelligence and Machine Learning research group|   Universitat Pompeu Fabra None,Machine Learning| Artificial Intelligence| Optimal Control| Complex Networks,1449, upf.edu - ,19,26,2019,2006
Conrad S.Tucker,Arthur Hamerschlag Career Development Professor|  Mechanical Engineering & Machine Learning(Courtesy) Homepage None,Machine Learning| Computer-Aided Design| Healthcare Data Mining| Text Mining,1469, andrew.cmu.edu - ,21,43,2020,2006
Alexandre Klementiev,Machine Learning Scientist|   Amazon |  Berlin,Natural Language Processing| Machine Learning| Machine Translation,1479, amazon.com - ,18,22,2019,2003
Oscar Beijbom,Machine Learning Director at nuTonomy Homepage None,Machine Learning| Computer Vision,1508, nutonomy.com - ,17,21,2020,2007
Theodoros Giannakopoulos,Director of Machine Learning at behavioralsignals.com Homepage None,pattern recognition| multimedia signal analysis| audio analysis,1526, behavioralsignals.com - ,19,35,2019,2005
Ganesh Venkatesh,Sr Deep Learning Architect Deep Learning None,Deep Learning| Computer Architecture| accelerator architecture,1544, nvidia.com,10,10,2017,2005
Yang Song,.|  Applied Machine Learning Apple Inc None,Machine Learning| Optimization| Algorithmic Design,1533, apple.com - ,21,32,2020,2003
Adrien Gaidon,Head of Machine Learning Research|  Toyota Research Institute (TRI) Homepage None,Computer Vision| Machine Learning| Deep Learning| Automated Driving,1567, tri.global - ,18,22,2020,2008
xingwei Yang,Machine Learning Science Group|  Amazon Homepage None,,1590,No verified email - ,16,22,2016,2007
Andrews Cordolino Sobral,Ph.D. on Computer Vision and Machine Learning|  Senior AI Research Engineer at Activeeon|  Paris Homepage None,Computer Vision| Image Processing| Pattern Recognition| Machine Learning| Deep Learning,1591, activeeon.com - ,16,17,2017,2010
David Kale,Senior Machine Learning Scientist|   Netflix None,Artificial Intelligence| Machine Learning| Deep Learning| Time Series,1597, netflix.com - ,16,21,2019,2009
Aaron R Colak,Machine Learning Scientist @ Citadel Homepage None,Machine learning| data mining| NLP| genomics,1605, cs.toronto.edu - ,12,13,2019,2004
Katharina Eggensperger,PhD Student|  Machine Learning Lab|   University of Freiburg None,Automated Machine Learning| Hyperparameter Optimization| Bayesian Optimization| Algorithm Configuration,1629, informatik.uni-freiburg.de - ,10,10,2019,2013
Wei Lee Woon,Senior Machine Learning Scientist|  Expedia Group Homepage None,Data Analytics| Deep Learning| Text Mining| Machine Learning| Data Science,1628, expedia.com - ,21,36,2020,1999
Pablo F. Damasceno,Machine Learning Specialist|   UCSF None,Machine Learning| Complex Systems| Soft Matter Physics| Self-Assembly| Digital Health,1644, ucsf.edu - ,11,12,2020,2006
W Bradley Knox,Bosch co-lead for  UT Austin  R&D site|  focusing on machine learning for autonomous vehicle behavior,Artificial Intelligence| Reinforcement Learning| Human-Robot Interaction| Autonomous Driving,1711, cs.utexas.edu - ,18,27,2018,2006
Eleftherios Spyromitros-Xioufis,Data scientist | Machine Learning researcher Homepage None,Machine Learning| Multi-label Classification| Natural Language Processing| Image Retrieval| Data Stream Classification,1718, expedia.com - ,13,16,2020,2008
Evan Welbourne,Amazon Smart Home Machine Learning Homepage None,Machine Learning| Internet of Things| Mobile| Sensing| Privacy,1751, amazon.com - ,12,14,2019,2005
Damien Teney,|  Australian Institute for Machine Learning (AIML) University of Adelaide None,Computer vision| Deep Learning| Robotics| Vision & Language,1779, adelaide.edu.au - ,12,14,2020,2009
sileye ba,Senior Machine Learning Scientist|  Dailymotion Homepage None,object tracking| activity recognition| fisheye camera calibration| video categorization,1815, dailymotion.com - ,23,38,2020,2003
Wei Zhang,Senior Staff Machine Learning Scientist|   Adobe None,Machine Learning| Computer Vision| Image and Video Processing| Medical Image Analysis,1839, adobe.com,18,24,2019,2000
Jamie Sherrah,|  Australian Institute of Machine Learning University of Adelaide None,computer vision| machine learning,1866, adelaide.edu.au,21,26,2016,1996
C.-C. Joseph Wang,Sr. Data Scientist(machine learning)|  Acxiom Inc|  The Interpublic Group of Companies (current) Homepage None,Quantum Machine Learning| Machine learning| Quantum computation| Open Quantum Systems| Emergent material properties,1877, acxiom.com - ,11,12,2019,1999
Mohammad Taha Bahadori,Machine Learning Scientist Homepage None,Machine Learning,1894, amazon.com - ,17,21,2019,2010
Martin Heusel,|  Institute for Machine Learning Johannes Kepler University Linz None,Machine Learning| Neural Networks,1936, ml.jku.at - ,7,6,2017,2007
Javier Artiles,Machine Learning Engineer @  Facebook None,Natural Language Processing| Information Extraction| Information Retrieval| Document Clustering| Web search,1945, fb.com - ,18,23,2012,2004
Chaitanya Ekanadham,content machine learning @  netflix None,machine learning| statistical modeling| applied math| optimization,1956, netflix.com,12,13,2019,2003
Asja Fischer,Professor for Machine Learning|   Ruhr University Bochum None,machine learning| deep learning| probabilistic models,1984, ini.rub.de,17,21,2020,2009
Carolina Galleguillos,Computer Vision and Machine Learning Homepage None,computer vision - pattern recognition,1997, cs.ucsd.edu - ,9,9,2019,2005
John Kaufhold,Deep Learning Analytics Homepage None,Machine Learning,2030, deeplearninganalytics.com - ,22,36,2020,1997
Abir Jaafar hussain,Professor of Machine Learning|   Liverpool John Moores University None,Neural Networks| Machine learning| Data Science| Signal Processing| Image Compression,2034, ljmu.ac.uk - ,22,58,2020,1984
Christina Lioma,Full Professor in Computer Science|  Head of Machine Learning Section|   University of Copenhagen None,Machine Learning| Artificial Intelligence| Information Retrieval| Web Data Mining,2034, di.ku.dk - ,18,32,2020,2004
Kelly Jones,Independent Consultant - EDA tools|  software engineering|  machine learning Homepage None,,2049,No verified email - ,9,9,2010,1989
Shinichi Nakajima,Machine Learning Group|   Technische Universität Berlin None,Machine Learning| Computer Vision,2053, tu-berlin.de - ,16,27,2020,1970
Shankar Sankararaman,Data Scientist and Machine Learning|  Intuit Homepage None,Machine Learning| Applied Statistics| Prognostics and Decision-Making| Uncertainty Management,2055, intuit.com - ,27,47,2020,2009
David Gerónimo,Head of Machine Learning Homepage None,Catchoom Technologies,2063, davidgeronimo.com - ,15,19,2017,2006
Nemanja Djuric,Staff Autonomy Engineer|  Machine Learning Tech Lead|  Uber ATG Homepage None,Artificial Intelligence| Machine Learning| Data Mining| Self-Driving Vehicles,2072, temple.edu - ,19,28,2020,2010
Erdogan Taskesen,Statistical Machine Learning specialist Homepage None,Machine learning| Pattern recognition| statistics| data science| cyber security,2125, rws.nl - ,18,21,2020,2008
Raffay Hamid,Computer Vision|  Machine Learning Homepage None,,2139, cc.gatech.edu - ,17,25,2018,2003
Pantelis Monogioudis,Head of Applied Machine Learning|  NOKIA Bell Labs Homepage None,Artificial Intelligence| Machine Learning| Autonomous Vehicles| Networks,2191, nokia-bell-labs.com - ,23,35,2020,1992
Gertjan Burghouts,Video Machine/Deep Learning Homepage None,behaviour recognition| action recognition| machine learning,2196, tno.nl - ,17,34,2018,2003
Mike Flynn,Xerox|  Idiap Research Institute|  Logica Homepage None,Machine Learning| PDA| memory,2221, deep-learning-machine.com - ,15,18,2009,1977
Saad M. Khan,Director AI and Machine Learning|  ACTNext|   ACT None,EdTech| Computer Vision| AI| Machine Learning,2084, act.org - ,16,23,2018,1883
Zhi Xie,Professor in Bioinformatics|  Genomics and Machine learning at  Sun Yat-sen University None,Bioinformatics| Genomics| Machine learning,2224, sysu.edu.cn,24,31,2020,2007
Luca Dalessio,Machine Learning Scientists|  The Broad Institute of Harvard and MIT Homepage None,Machine Learning| Statistical Mechanics| Probability,2280, bu.edu - ,10,11,2017,2007
Jason Brownlee,Machine Learning Mastery Homepage None,Machine Learning,2377, machinelearningmastery.com - ,24,43,2019,2002
Markus Koskela,Machine learning specialist at  CSC None,computer vision| multimedia| machine learning| neural networks and deep learning| GPU computing,2385, csc.fi - ,24,46,2018,1978
Bin Gao,Machine Learning Engineer|   Facebook None,Machine Learning| Information Retrieval| Data Mining| Online Advertising,2423, fb.com,23,43,2020,2004
Mostofa Patwary,Applied Deep Learning Research|   NVIDIA None,Natural Language Processing| Large Scale Deep Learning| High Performance Computing| Parallel Algorithms| Algorithm Engineering,2471, nvidia.com - ,25,40,2020,2006
Günter Klambauer,Researcher|  LIT AI Lab & Institute for Machine Learning|   Johannes Kepler University None,machine learning| bioinformatics| deep learning| neural networks| drug design,2497, bioinf.jku.at,18,23,2020,2010
Reza Boostani,Associate Professor|  Biomedical Signal Processing and Machine Learning|   Shiraz University None,Biomedical Signal Processing| Machine Learning| Pattern Recognition| Computer Aided Diagnosis| Chaotic Systems,2520, shirazu.ac.ir - ,24,51,2020,2002
Scott Evans,Principal Scientists Machine Learning|  GE Research Homepage None,Machine Learning| Data Mining| MDL| Information Theory,2536, ge.com - ,28,58,2020,1994
Vinh Nguyen,Deep Learning Solutions Architect at NVIDIA & Machine Learning Scientist|   University of Melbourne None,Deep learning| Machine learning| Data science,2574, unimelb.edu.au - ,19,29,2018,2008
Shiva Kasiviswanathan,Amazon Machine Learning Homepage None,Machine Learning| Deep Learning| Theoretical Computer Science| Data Privacy,2599, amazon.com - ,24,37,2020,2004
Paul Honeine,Professor in Machine Learning & Signal Processing|  LITIS Lab|  Université de Rouen Normandie Homepage None,Machine Learning| Signal Processing| Advanced Statistics| Sensor Networks| Hyperspectral image processing,2624, univ-rouen.fr - ,24,67,2020,2005
Ankur Agarwal|  PhD,Artificial Intelligence & Machine Learning Expert|  Management Consultant & Advisor Homepage None,Artificial Intelligence| Machine Learning| Computer Vision| Business Strategy,2635, advaitstrategies.com - ,15,17,2015,2003
Simon Corston-Oliver,Machine Learning Manager|  Dialpad Natural Language Processing None,Natural Language Processing| Computational Linguistics,2640, corston-oliver.com,24,33,2019,1998
Mariusz Bojarski,Deep Learning Research and Development Engineer at NVIDIA Deep Learning None,Deep Learning| Autonomous Vehicles| Power Electronics| Wireless Power Transfer| Resonant Inverters,2681, nyu.edu,17,23,2019,2014
Yichuan Tang,Deep Learning Startup Homepage None,Machine Learning| Deep Learning| Artificial Intelligence,2702, cs.toronto.edu - ,15,19,2019,2010
Eun Yong Kang,Machine Learning Scientist|   Microsoft None,Statistical Learning| Machine Learning| Computational Biology| User Modeling| Recommendation System,2728, microsoft.com,19,24,2019,2008
Seyed-Mohsen Moosavi-Dezfooli,PostDoc|  Institute for Machine Learning|   ETH Zurich None,Computer Vision| Machine Learning,2738, inf.ethz.ch - ,11,12,2020,2015
Kalpana Seshadrinathan,Computer Vision/Machine Learning Engineer|   Apple None,Deep learning| Multi-camera systems| Camera Calibration and 3D geometry| Mobile Computational photography| Video quality assessm,2832, apple.com - ,17,22,2019,2003
Afshin Dehghan,Machine Learning Manager  Apple None,Computer Vision| Machine Learning| Deep Learning,2862, apple.com - ,14,16,2020,2012
Michael Fernandez Llamosa,Machine Learning Specialist Precision Engineering None,Precision Engineering| Computational Chemistry| Artificial Intelligence| Material Informatics| Computational Toxicology,2886, applusrtd.com,34,64,2020,1927
Zheng-Hua Tan,Professor of Machine Learning and Speech Processing|  Department of Electronic Systems Homepage None,Machine learning| deep learning| speech recognition| speech processing| multimodal.,2892, es.aau.dk - ,26,72,2020,1996
Haiping LU (吕海平),Senior Lecturer in Machine Learning|  Department of Computer Science|   University of Sheffield None,Machine Learning| Medical Imaging| Tensor Analysis| Dimensionality Reduction,2905, sheffield.ac.uk - ,23,38,2020,2002
Tomasz Malisiewicz,Principal Engineer in Deep Learning and SLAM Homepage None,Computer Vision| Deep Learning| Machine Learning| Object Detection| SLAM,2957, csail.mit.edu - ,16,19,2020,2002
François Mairesse,Senior Machine Learning Scientist|   Amazon.com None,Natural language processing| Speech technologies| Machine learning,2982, amazon.com - ,25,36,2017,1995
Al M Rashid,Machine Learning Data Scientist|   Apple Inc .,Machine Learning| Recommender Systems| User Modeling,3009, apple.com - ,11,12,2017,2002
Robert Jenssen,Professor & Head|  Machine Learning Group|  Department of Physics and Technology|  University of Homepage None,Machine learning| information theoretic learning| kernel methods| deep learning| health data analytics,3165, uit.no - ,26,57,2020,2001
Zhiting Hu,PhD Candidate of Machine Learning Department|   Carnegie Mellon University None,Machine Learning,3245, cs.cmu.edu - ,27,41,2019,2013
Geoff Gordon,Professor of Machine Learning|   Carnegie Mellon University None,Artificial Intelligence| Machine Learning,3318, cs.cmu.edu - ,19,26,2020,2003
Francisco Pereira,Machine Learning Team|  National Institute of Mental Health Homepage None,Machine Learning| Brain Imaging| Cognitive Neuroscience,3380, nih.gov - ,18,21,2020,2000
Carlo Gatta,Head of Machine Learning Team @ Vintra Inc. Deep Learning None,Deep Learning| Computer Vision,3438, vintra.io,28,41,2019,1962
Anders Søgaard,Full Professor in NLP and Machine Learning|   University of Copenhagen None,Natural Language Processing| Machine Learning.,3390, di.ku.dk - ,30,71,2020,2004
Eric Ringger,Director of Machine Learning for Personalization at Zillow Homepage None,Natural Language Processing| Machine Learning| Text Mining| Personalization,3447, cs.byu.edu - ,28,50,2019,1995
Sebastian Ramos,Technical Expert | Deep Learning Multi-Sensor Perception @ Zenuity Homepage None,Autonomous Driving| Machine Learning| Computer Vision| Robotics,3479, zenuity.com - ,11,13,2017,2012
Pengfei Li,Machine Learning Engineer|   Apple None,Dynamic Modeling| Optimal Controls| Model-Based System Engineering,3453, apple.com,33,85,2020,1966
Jaume Bacardit,Reader in Machine Learning|   Newcastle University None,Bioinformatics| Machine Learning| Data Mining| Big Data| Evolutionary Computation,3701, newcastle.ac.uk - ,29,54,2020,2000
J. Y. Goulermas,Reader|  Computer Science|   University of Liverpool |  Data Mining & Machine Learning (DMML) group,machine learning| data analysis| mathematical modelling| DMML,3798, liverpool.ac.uk - ,30,55,2020,1995
Ali Arsanjani,Professor of Machine Learning|  San Jose State University|  VP AI and Machine Learning|  DeepContext Homepage None,Artificial Intelligence,3813, deep-context.com - ,24,38,2018,1998
Lidia Mangu,Head of Machine Learning Center of Excellence|  JP Morgan Chase & Co. Machine Learning None,Machine Learning| Speech Recognition| Spoken Term Detection,3832, jpmchase.com,29,56,2019,1997
Asit Mishra,Deep Learning Computer Architect|   Nvidia None,Computer Architecture| Micro-architecture| Deep Learning| Hardware Accelerators,3879, nvidia.com - ,31,42,2020,2004
Roy Maxion,Research Professor of Computer Science/Machine Learning|   Carnegie Mellon University None,Computer security| biometrics| experimental/research methods,3878, cs.cmu.edu - ,29,43,2018,1981
Lambert Wixson,Head of Applied Machine Learning|  Clarifai Homepage None,computer vision| machine learning,3885, clarifai.com - ,20,21,2017,1989
Fabian Scheipl, / Munich Center for Machine Learning LMU Munich None,Statistics| Bayesian Statistics| Functional Data Analysis| Mixed Models| Additive Models,3923, stat.uni-muenchen.de - ,29,46,2020,2007
Mohsen Ghafoorian,Machine Learning R&D|  TomTom Homepage None,Machine Learning| Deep Learning| Medical Image Analysis| Computer Vision| Autonomous Driving,3953, tomtom.com - ,15,18,2019,2013
Behrad Bagheri,Machine Learning Scientist|  Amobee Inc. Homepage None,Artificial Intelligence| Deep Learning| Federated Learning| Block Chain| Industry 4.0,4093, mail.uc.edu - ,14,15,2020,2007
Ryan Tibshirani,Associate Professor of Statistics|  and Machine Learning|   Carnegie Mellon University None,Statistics| Machine Learning,4176, cmu.edu,25,39,2020,2008
Gavin Brown,Professor of Machine Learning|  School of Computer Science|   University of Manchester None,Machine Learning| Artificial Intelligence| Pattern Recognition,4234, manchester.ac.uk - ,26,47,2019,2001
Rodolphe JENATTON,Senior machine learning scientist at  Google  Brain|  Berlin,machine learning - convex optimization - sparsity - auto-ML/Bayesian optimization,4300, google.com - ,20,24,2020,2009
Johannes Kofler,Institute for Machine Learning|   Johannes Kepler University Linz |  Austria,Artificial Intelligence| Machine Learning| Quantum Physics| Quantum Foundations,4517, ml.jku.at - ,25,37,2019,2004
